,hmid,predicted_category
26452,114922,enjoy_the_moment
26453,114923,achievement
26454,114924,achievement
26455,114925,achievement
26456,114926,bonding
26457,114927,achievement
26458,114928,achievement
26459,114929,achievement
26460,114930,achievement
26461,114931,affection
26462,114932,enjoy_the_moment
26463,114934,achievement
26464,114935,affection
26465,114936,affection
26466,114937,bonding
26467,114938,affection
26468,114939,nature
26469,114940,achievement
26470,114941,achievement
26471,114942,leisure
26472,114943,leisure
26473,114944,achievement
26474,114945,bonding
26475,114946,leisure
26476,114947,achievement
26477,114948,achievement
26478,114949,achievement
26479,114950,achievement
26480,114951,nature
26481,114952,affection
26482,114953,enjoy_the_moment
26483,114954,leisure
26484,114955,bonding
26485,114956,affection
26486,114957,bonding
26487,114958,bonding
26488,114959,enjoy_the_moment
26489,114960,enjoy_the_moment
26490,114961,achievement
26491,114962,achievement
26492,114963,achievement
26493,114964,affection
26494,114965,bonding
26495,114966,leisure
26496,114967,achievement
26497,114968,achievement
26498,114969,affection
26499,114970,achievement
26500,114971,achievement
26501,114972,achievement
26502,114973,affection
26503,114974,affection
26504,114975,achievement
26505,114976,achievement
26506,114977,affection
26507,114978,affection
26508,114979,enjoy_the_moment
26509,114980,achievement
26510,114981,achievement
26511,114982,affection
26512,114983,leisure
26513,114984,enjoy_the_moment
26514,114985,exercise
26515,114986,affection
26516,114987,enjoy_the_moment
26517,114988,affection
26518,114989,affection
26519,114990,achievement
26520,114991,affection
26521,114992,affection
26522,114993,affection
26523,114994,achievement
26524,114995,affection
26525,114996,enjoy_the_moment
26526,114997,achievement
26527,114998,achievement
26528,114999,enjoy_the_moment
26529,115000,achievement
26530,115001,bonding
26531,115002,achievement
26532,115003,affection
26533,115004,affection
26534,115005,enjoy_the_moment
26535,115006,affection
26536,115007,leisure
26537,115008,enjoy_the_moment
26538,115009,enjoy_the_moment
26539,115010,affection
26540,115011,achievement
26541,115012,achievement
26542,115013,affection
26543,115014,achievement
26544,115015,enjoy_the_moment
26545,115016,leisure
26546,115017,achievement
26547,115018,leisure
26548,115019,affection
26549,115020,achievement
26550,115021,achievement
26551,115022,affection
26552,115023,bonding
26553,115024,achievement
26554,115025,affection
26555,115026,achievement
26556,115027,achievement
26557,115028,leisure
26558,115029,enjoy_the_moment
26559,115030,nature
26560,115031,leisure
26561,115032,nature
26562,115033,exercise
26563,115034,enjoy_the_moment
26564,115035,affection
26565,115036,achievement
26566,115037,achievement
26567,115038,affection
26568,115039,enjoy_the_moment
26569,115040,nature
26570,115041,achievement
26571,115042,achievement
26572,115043,achievement
26573,115044,affection
26574,115045,affection
26575,115046,bonding
26576,115047,affection
26577,115048,achievement
26578,115049,achievement
26579,115050,affection
26580,115051,leisure
26581,115052,leisure
26582,115053,affection
26583,115054,nature
26584,115055,nature
26585,115056,enjoy_the_moment
26586,115057,achievement
26587,115058,affection
26588,115059,leisure
26589,115060,achievement
26590,115061,affection
26591,115062,achievement
26592,115063,bonding
26593,115064,achievement
26594,115065,achievement
26595,115066,affection
26596,115067,bonding
26597,115068,achievement
26598,115069,leisure
26599,115070,achievement
26600,115071,enjoy_the_moment
26601,115072,bonding
26602,115073,enjoy_the_moment
26603,115074,affection
26604,115075,achievement
26605,115076,affection
26606,115077,achievement
26607,115078,leisure
26608,115079,affection
26609,115080,achievement
26610,115081,affection
26611,115082,enjoy_the_moment
26612,115083,achievement
26613,115084,achievement
26614,115085,exercise
26615,115086,affection
26616,115087,achievement
26617,115088,affection
26618,115089,affection
26619,115090,achievement
26620,115091,leisure
26621,115092,affection
26622,115093,achievement
26623,115094,bonding
26624,115095,enjoy_the_moment
26625,115096,achievement
26626,115097,affection
26627,115098,enjoy_the_moment
26628,115099,bonding
26629,115100,enjoy_the_moment
26630,115101,affection
26631,115102,affection
26632,115103,achievement
26633,115104,affection
26634,115105,affection
26635,115106,achievement
26636,115107,bonding
26637,115108,leisure
26638,115109,affection
26639,115110,enjoy_the_moment
26640,115111,affection
26641,115112,enjoy_the_moment
26642,115113,achievement
26643,115114,affection
26644,115115,bonding
26645,115116,affection
26646,115117,bonding
26647,115118,bonding
26648,115119,bonding
26649,115120,affection
26650,115121,bonding
26651,115122,achievement
26652,115123,affection
26653,115124,affection
26654,115125,leisure
26655,115126,leisure
26656,115127,bonding
26657,115128,leisure
26658,115129,achievement
26659,115130,exercise
26660,115131,leisure
26661,115132,affection
26662,115133,bonding
26663,115134,achievement
26664,115135,affection
26665,115136,affection
26666,115137,achievement
26667,115138,affection
26668,115139,achievement
26669,115140,enjoy_the_moment
26670,115141,enjoy_the_moment
26671,115142,achievement
26672,115143,achievement
26673,115144,enjoy_the_moment
26674,115145,affection
26675,115146,nature
26676,115147,achievement
26677,115148,affection
26678,115149,achievement
26679,115150,affection
26680,115151,enjoy_the_moment
26681,115152,enjoy_the_moment
26682,115153,achievement
26683,115154,affection
26684,115155,enjoy_the_moment
26685,115156,affection
26686,115157,affection
26687,115158,achievement
26688,115159,affection
26689,115160,bonding
26690,115161,affection
26691,115162,affection
26692,115163,achievement
26693,115165,bonding
26694,115166,affection
26695,115167,achievement
26696,115168,bonding
26697,115169,affection
26698,115170,enjoy_the_moment
26699,115171,achievement
26700,115172,affection
26701,115173,bonding
26702,115174,leisure
26703,115175,affection
26704,115176,bonding
26705,115177,exercise
26706,115178,bonding
26707,115179,affection
26708,115180,affection
26709,115181,bonding
26710,115182,achievement
26711,115183,leisure
26712,115185,affection
26713,115186,affection
26714,115187,achievement
26715,115188,achievement
26716,115189,affection
26717,115190,achievement
26718,115191,affection
26719,115192,achievement
26720,115193,enjoy_the_moment
26721,115194,affection
26722,115195,affection
26723,115196,achievement
26724,115198,leisure
26725,115199,affection
26726,115200,affection
26727,115201,enjoy_the_moment
26728,115202,bonding
26729,115204,affection
26730,115205,leisure
26731,115206,affection
26732,115207,affection
26733,115208,enjoy_the_moment
26734,115209,achievement
26735,115211,affection
26736,115212,achievement
26737,115213,affection
26738,115214,affection
26739,115215,achievement
26740,115216,enjoy_the_moment
26741,115217,affection
26742,115218,affection
26743,115219,affection
26744,115220,bonding
26745,115221,affection
26746,115222,affection
26747,115223,achievement
26748,115224,achievement
26749,115225,achievement
26750,115226,affection
26751,115227,affection
26752,115228,achievement
26753,115229,affection
26754,115230,achievement
26755,115231,affection
26756,115232,achievement
26757,115233,affection
26758,115234,leisure
26759,115235,affection
26760,115236,leisure
26761,115237,enjoy_the_moment
26762,115238,achievement
26763,115239,achievement
26764,115240,affection
26765,115241,affection
26766,115242,achievement
26767,115243,affection
26768,115244,affection
26769,115245,affection
26770,115246,achievement
26771,115247,affection
26772,115248,enjoy_the_moment
26773,115249,affection
26774,115250,affection
26775,115251,achievement
26776,115252,achievement
26777,115253,nature
26778,115254,enjoy_the_moment
26779,115255,affection
26780,115256,affection
26781,115257,affection
26782,115258,affection
26783,115259,affection
26784,115260,affection
26785,115261,affection
26786,115262,affection
26787,115263,affection
26788,115264,affection
26789,115265,affection
26790,115266,affection
26791,115267,achievement
26792,115268,affection
26793,115269,bonding
26794,115270,leisure
26795,115271,achievement
26796,115272,achievement
26797,115273,leisure
26798,115274,achievement
26799,115275,achievement
26800,115276,affection
26801,115277,affection
26802,115278,affection
26803,115279,achievement
26804,115280,bonding
26805,115281,enjoy_the_moment
26806,115282,achievement
26807,115283,bonding
26808,115284,achievement
26809,115285,enjoy_the_moment
26810,115286,affection
26811,115287,leisure
26812,115288,affection
26813,115289,achievement
26814,115290,bonding
26815,115291,achievement
26816,115292,achievement
26817,115293,affection
26818,115294,achievement
26819,115295,achievement
26820,115296,leisure
26821,115297,achievement
26822,115298,affection
26823,115299,enjoy_the_moment
26824,115300,affection
26825,115301,bonding
26826,115302,bonding
26827,115303,achievement
26828,115304,affection
26829,115305,enjoy_the_moment
26830,115306,enjoy_the_moment
26831,115307,affection
26832,115308,achievement
26833,115309,affection
26834,115310,achievement
26835,115311,achievement
26836,115312,enjoy_the_moment
26837,115313,bonding
26838,115314,achievement
26839,115315,affection
26840,115316,bonding
26841,115317,achievement
26842,115318,achievement
26843,115319,leisure
26844,115320,achievement
26845,115321,achievement
26846,115322,achievement
26847,115323,leisure
26848,115324,bonding
26849,115325,bonding
26850,115326,achievement
26851,115327,affection
26852,115328,achievement
26853,115329,affection
26854,115330,leisure
26855,115331,enjoy_the_moment
26856,115332,affection
26857,115333,affection
26858,115334,affection
26859,115335,affection
26860,115336,affection
26861,115337,achievement
26862,115338,achievement
26863,115339,achievement
26864,115340,enjoy_the_moment
26865,115341,enjoy_the_moment
26866,115342,achievement
26867,115343,affection
26868,115344,achievement
26869,115345,achievement
26870,115346,affection
26871,115347,affection
26872,115348,affection
26873,115349,affection
26874,115350,affection
26875,115351,achievement
26876,115352,leisure
26877,115353,affection
26878,115354,bonding
26879,115355,enjoy_the_moment
26880,115356,affection
26881,115357,bonding
26882,115358,achievement
26883,115359,achievement
26884,115360,achievement
26885,115361,enjoy_the_moment
26886,115362,bonding
26887,115363,affection
26888,115364,achievement
26889,115365,achievement
26890,115366,bonding
26891,115367,achievement
26892,115368,enjoy_the_moment
26893,115369,affection
26894,115370,enjoy_the_moment
26895,115371,affection
26896,115372,affection
26897,115373,achievement
26898,115374,achievement
26899,115375,achievement
26900,115376,achievement
26901,115377,nature
26902,115378,achievement
26903,115379,achievement
26904,115380,affection
26905,115381,achievement
26906,115382,achievement
26907,115383,affection
26908,115384,affection
26909,115385,achievement
26910,115386,achievement
26911,115387,affection
26912,115388,achievement
26913,115389,achievement
26914,115390,leisure
26915,115391,achievement
26916,115392,achievement
26917,115393,enjoy_the_moment
26918,115394,enjoy_the_moment
26919,115395,achievement
26920,115396,achievement
26921,115397,affection
26922,115398,bonding
26923,115399,enjoy_the_moment
26924,115400,achievement
26925,115401,affection
26926,115402,achievement
26927,115403,affection
26928,115404,enjoy_the_moment
26929,115405,affection
26930,115406,affection
26931,115407,achievement
26932,115408,enjoy_the_moment
26933,115409,achievement
26934,115410,affection
26935,115411,affection
26936,115412,enjoy_the_moment
26937,115413,achievement
26938,115414,achievement
26939,115415,affection
26940,115416,achievement
26941,115417,enjoy_the_moment
26942,115418,achievement
26943,115419,affection
26944,115420,affection
26945,115421,achievement
26946,115422,achievement
26947,115423,affection
26948,115424,leisure
26949,115425,leisure
26950,115426,affection
26951,115427,achievement
26952,115428,exercise
26953,115429,enjoy_the_moment
26954,115430,achievement
26955,115431,affection
26956,115432,achievement
26957,115433,affection
26958,115434,achievement
26959,115435,affection
26960,115436,nature
26961,115437,affection
26962,115438,achievement
26963,115439,affection
26964,115440,leisure
26965,115441,bonding
26966,115442,affection
26967,115443,affection
26968,115444,enjoy_the_moment
26969,115445,achievement
26970,115446,achievement
26971,115447,affection
26972,115448,achievement
26973,115449,bonding
26974,115450,leisure
26975,115451,enjoy_the_moment
26976,115452,enjoy_the_moment
26977,115453,affection
26978,115454,bonding
26979,115455,achievement
26980,115456,affection
26981,115457,achievement
26982,115458,achievement
26983,115459,enjoy_the_moment
